Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
February 28 2021,Clark,NV,Passenger,5,4,9,736,745,1.21
June 30 2020,Okanogan,WA,Truck,0,0,0,16436,16436,0
December 31 2022,Ferry,WA,Truck,0,0,0,3550,3550,0
June 30 2017,Cascade,MT,Passenger,0,1,1,65,66,1.52
April 30 2024,Autauga,AL,Passenger,2,1,3,15,18,16.67
August 31 2024,Yuba,CA,Passenger,1,0,1,48,49,2.04
June 30 2024,Oldham,KY,Passenger,0,1,1,4,5,20
January 31 2019,Pima,AZ,Passenger,1,1,2,436,438,0.46
February 28 2021,Suffolk,VA,Passenger,1,0,1,127,128,0.78
February 29 2020,Albemarle,VA,Passenger,1,0,1,29,30,3.33
February 29 2024,Williamsburg,VA,Passenger,0,1,1,4,5,20
January 31 2021,Spokane,WA,Passenger,911,546,1457,320628,322085,0.45
April 30 2020,Chelan,WA,Passenger,224,81,305,54209,54514,0.56
February 28 2021,Los Angeles,CA,Passenger,9,9,18,998,1016,1.77
January 31 2017,Adams,WA,Truck,0,0,0,5076,5076,0
February 28 2023,Sacramento,CA,Truck,1,0,1,38,39,2.56
January 31 2023,Botetourt,VA,Passenger,1,0,1,0,1,100
September 30 2022,Asotin,WA,Passenger,25,19,44,12549,12593,0.35
August 31 2023,Skamania,WA,Truck,1,0,1,3829,3830,0.03
April 30 2019,Alexandria,VA,Passenger,1,0,1,150,151,0.66
June 30 2022,Harrison,MS,Passenger,1,0,1,56,57,1.75
February 29 2024,Collin,TX,Passenger,3,0,3,48,51,5.88
September 30 2024,Northampton,PA,Passenger,1,0,1,13,14,7.14
March 31 2017,Spokane,WA,Passenger,232,202,434,295359,295793,0.15
April 30 2018,Asotin,WA,Truck,0,0,0,6591,6591,0
January 31 2017,Clallam,WA,Truck,0,0,0,21041,21041,0
September 30 2019,Frederick,MD,Passenger,1,1,2,75,77,2.6
March 31 2021,Lane,OR,Passenger,0,2,2,143,145,1.38
December 31 2021,Gwinnett,GA,Passenger,1,0,1,69,70,1.43
November 30 2022,Arapahoe,CO,Passenger,0,1,1,95,96,1.04
May 31 2020,Vigo,IN,Passenger,1,0,1,5,6,16.67
July 31 2024,Mercer,NJ,Passenger,0,1,1,4,5,20
August 31 2022,Currituck,NC,Passenger,1,0,1,20,21,4.76
December 31 2022,Wilson,TX,Passenger,0,1,1,3,4,25
October 31 2019,Thurston,WA,Passenger,1004,682,1686,198896,200582,0.84
April 30 2022,Yakima,WA,Truck,0,0,0,61488,61488,0
May 31 2021,Duval,FL,Passenger,0,2,2,357,359,0.56
February 28 2021,Plaquemines,LA,Passenger,0,1,1,16,17,5.88
January 31 2022,Boulder,CO,Passenger,2,1,3,48,51,5.88
May 31 2024,Pueblo,CO,Passenger,1,0,1,17,18,5.56
January 31 2017,Adams,WA,Passenger,1,1,2,12172,12174,0.02
July 31 2018,Lane,OR,Passenger,0,1,1,188,189,0.53
August 31 2019,Clark,NV,Passenger,5,4,9,756,765,1.18
December 31 2022,Middlesex,MA,Passenger,3,0,3,90,93,3.23
January 31 2017,Saratoga,NY,Passenger,1,1,2,79,81,2.47
December 31 2023,Williamson,TX,Passenger,1,1,2,68,70,2.86
September 30 2018,Ferry,WA,Truck,0,0,0,3557,3557,0
June 30 2017,Fulton,GA,Passenger,1,0,1,116,117,0.85
November 30 2021,Arlington,VA,Passenger,1,1,2,150,152,1.32
November 30 2024,Larimer,CO,Passenger,1,0,1,23,24,4.17
December 31 2020,Whatcom,WA,Passenger,1217,548,1765,149894,151659,1.16
October 31 2024,Contra Costa,CA,Passenger,4,0,4,124,128,3.12
September 30 2021,Harris,TX,Passenger,1,2,3,233,236,1.27
February 29 2024,Lake,IL,Passenger,6,0,6,121,127,4.72
September 30 2022,Polk,OR,Passenger,0,1,1,25,26,3.85
September 30 2020,Morris,NJ,Passenger,1,0,1,17,18,5.56
August 31 2021,Plaquemines,LA,Passenger,0,1,1,17,18,5.56
February 29 2020,Chelan,WA,Passenger,216,79,295,54587,54882,0.54
March 31 2017,Juneau,AK,Passenger,0,1,1,56,57,1.75
July 31 2021,Chesapeake,VA,Passenger,0,2,2,417,419,0.48
August 31 2024,San Mateo,CA,Passenger,3,0,3,57,60,5
September 30 2024,Honolulu,HI,Passenger,4,1,5,242,247,2.02
January 31 2025,Montgomery,OH,Passenger,0,1,1,33,34,2.94
February 28 2018,Kitsap,WA,Truck,1,0,1,52832,52833,0
January 31 2023,Lincoln,WA,Passenger,14,19,33,7748,7781,0.42
April 30 2023,El Paso,CO,Passenger,4,5,9,565,574,1.57
October 31 2018,DeKalb,GA,Passenger,1,0,1,81,82,1.22
January 31 2022,Douglas,CO,Passenger,0,1,1,92,93,1.08
October 31 2022,Douglas,WA,Truck,2,0,2,12805,12807,0.02
December 31 2024,Wake,NC,Passenger,3,1,4,73,77,5.19
August 31 2021,Richland,SC,Passenger,0,1,1,141,142,0.7
December 31 2023,Northampton,PA,Passenger,1,0,1,29,30,3.33
September 30 2022,Sarpy,NE,Passenger,1,0,1,66,67,1.49
September 30 2020,Chelan,WA,Passenger,260,81,341,54285,54626,0.62
April 30 2020,Alameda,CA,Passenger,3,1,4,294,298,1.34
December 31 2021,Kitsap,WA,Truck,0,0,0,54067,54067,0
February 28 2023,Lane,OR,Passenger,0,2,2,102,104,1.92
November 30 2019,Brevard,FL,Passenger,0,1,1,97,98,1.02
April 30 2024,Nassau,NY,Passenger,2,0,2,19,21,9.52
February 28 2023,Arlington,VA,Passenger,3,0,3,132,135,2.22
April 30 2021,Richland,SC,Passenger,0,1,1,143,144,0.69
May 31 2023,Hudson,NJ,Passenger,2,0,2,26,28,7.14
December 31 2021,Kings,NY,Passenger,2,0,2,75,77,2.6
March 31 2024,Okaloosa,FL,Passenger,0,2,2,84,86,2.33
January 31 2019,Nueces,TX,Passenger,1,1,2,93,95,2.11
January 31 2025,Oldham,KY,Passenger,0,1,1,4,5,20
August 31 2022,Skamania,WA,Passenger,82,49,131,8120,8251,1.59
October 31 2019,Duval,FL,Passenger,1,2,3,378,381,0.79
February 28 2019,Cook,IL,Passenger,1,0,1,250,251,0.4
May 31 2022,Palm Beach,FL,Passenger,1,1,2,61,63,3.17
March 31 2024,Tarrant,TX,Passenger,2,0,2,100,102,1.96
December 31 2024,Sedgwick,KS,Passenger,0,1,1,45,46,2.17
August 31 2024,Philadelphia,PA,Passenger,0,1,1,32,33,3.03
November 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
February 29 2024,Yakima,WA,Passenger,685,308,993,166458,167451,0.59
October 31 2023,Hawaii,HI,Passenger,1,0,1,30,31,3.23
May 31 2022,Bristol,MA,Passenger,1,0,1,14,15,6.67
June 30 2021,Henrico,VA,Passenger,0,1,1,21,22,4.55
November 30 2023,Yakima,WA,Passenger,617,290,907,166281,167188,0.54
January 31 2020,Yakima,WA,Passenger,120,115,235,166186,166421,0.14
November 30 2020,Klickitat,WA,Passenger,62,42,104,14969,15073,0.69
April 30 2017,Anne Arundel,MD,Passenger,0,1,1,499,500,0.2
November 30 2017,Sedgwick,KS,Passenger,0,1,1,110,111,0.9
March 31 2022,Greene,MO,Passenger,0,1,1,33,34,2.94
April 30 2020,St. Mary's,MD,Passenger,1,0,1,223,224,0.45
July 31 2020,Travis,TX,Passenger,3,2,5,192,197,2.54
March 31 2024,Montgomery,OH,Passenger,0,1,1,43,44,2.27
June 30 2021,Harford,MD,Passenger,0,1,1,60,61,1.64
March 31 2022,Medina,TX,Passenger,1,0,1,6,7,14.29
February 28 2018,Clallam,WA,Truck,0,0,0,21292,21292,0
December 31 2023,Chelan,WA,Passenger,759,210,969,54258,55227,1.75
January 31 2020,Allegheny,PA,Passenger,2,0,2,87,89,2.25
March 31 2024,Yolo,CA,Passenger,3,0,3,25,28,10.71
June 30 2024,Dallas,TX,Truck,1,0,1,10,11,9.09
April 30 2019,Yakima,WA,Passenger,93,103,196,164567,164763,0.12
February 28 2017,Cowlitz,WA,Passenger,50,46,96,69042,69138,0.14
March 31 2024,King,WA,Truck,1205,2,1207,171362,172569,0.7
January 31 2022,San Joaquin,CA,Passenger,1,1,2,109,111,1.8
December 31 2019,Honolulu,HI,Passenger,4,2,6,516,522,1.15
July 31 2024,Virginia Beach,VA,Passenger,4,3,7,415,422,1.66
January 31 2023,Williamson,TX,Passenger,0,2,2,89,91,2.2
June 30 2021,Williams,ND,Passenger,0,1,1,6,7,14.29
May 31 2020,Shasta,CA,Passenger,1,0,1,35,36,2.78
February 28 2022,Orange,FL,Passenger,3,0,3,113,116,2.59
October 31 2021,New London,CT,Passenger,2,4,6,219,225,2.67
November 30 2019,Cascade,MT,Passenger,0,1,1,64,65,1.54
August 31 2022,Olmsted,MN,Passenger,1,0,1,7,8,12.5
December 31 2021,Frederick,MD,Passenger,1,1,2,70,72,2.78
April 30 2021,Vigo,IN,Passenger,1,0,1,5,6,16.67
October 31 2023,Franklin,WA,Passenger,369,153,522,62146,62668,0.83
March 31 2020,Prince George's,MD,Passenger,1,1,2,178,180,1.11
September 30 2024,Moore,NC,Passenger,1,0,1,101,102,0.98
July 31 2019,San Juan,WA,Passenger,220,72,292,14439,14731,1.98
June 30 2022,Walla Walla,WA,Truck,0,0,0,13920,13920,0
October 31 2017,Manatee,FL,Passenger,1,0,1,44,45,2.22
April 30 2021,Philadelphia,PA,Passenger,1,0,1,62,63,1.59
December 31 2020,Collier,FL,Passenger,1,0,1,23,24,4.17
April 30 2024,Marion,IN,Passenger,2,0,2,28,30,6.67
December 31 2023,Kent,DE,Passenger,1,0,1,42,43,2.33
February 29 2024,Whatcom,WA,Truck,101,0,101,42449,42550,0.24
February 29 2024,Klickitat,WA,Truck,15,0,15,8168,8183,0.18
May 31 2020,Benton,WA,Passenger,353,322,675,134090,134765,0.5
January 31 2020,San Juan,WA,Passenger,265,83,348,14393,14741,2.36
July 31 2023,Palm Beach,FL,Passenger,2,1,3,52,55,5.45
December 31 2022,Marion,IN,Passenger,1,0,1,41,42,2.38
October 31 2020,Collier,FL,Passenger,1,0,1,24,25,4
November 30 2024,Douglas,NE,Passenger,1,1,2,19,21,9.52
August 31 2017,Alameda,CA,Passenger,0,1,1,363,364,0.27
June 30 2020,Denton,TX,Passenger,1,0,1,102,103,0.97
November 30 2023,Tompkins,NY,Passenger,1,0,1,13,14,7.14
August 31 2020,San Joaquin,CA,Passenger,1,0,1,134,135,0.74
October 31 2022,Franklin,WA,Passenger,238,112,350,61685,62035,0.56
April 30 2023,Bell,TX,Passenger,1,0,1,293,294,0.34
October 31 2022,Skagit,WA,Truck,8,0,8,32178,32186,0.02
July 31 2020,Okanogan,WA,Truck,0,0,0,16483,16483,0
January 31 2018,Travis,TX,Passenger,1,1,2,200,202,0.99
April 30 2021,Portsmouth,VA,Passenger,0,1,1,78,79,1.27
June 30 2022,Gwinnett,GA,Passenger,1,0,1,60,61,1.64
February 28 2023,St. Lawrence,NY,Passenger,1,0,1,5,6,16.67
August 31 2022,Washington,WI,Passenger,1,0,1,1,2,50
October 31 2018,Pima,AZ,Passenger,1,1,2,440,442,0.45
January 31 2019,Contra Costa,CA,Passenger,1,1,2,393,395,0.51
January 31 2024,Douglas,CO,Passenger,0,3,3,57,60,5
April 30 2017,Kittitas,WA,Truck,0,0,0,13481,13481,0
November 30 2019,Oklahoma,OK,Passenger,0,1,1,137,138,0.72
February 29 2020,Muskogee,OK,Passenger,0,1,1,1,2,50
July 31 2020,Orange,CA,Passenger,8,2,10,528,538,1.86
June 30 2024,San Mateo,CA,Passenger,3,0,3,60,63,4.76
October 31 2023,Lexington,SC,Passenger,1,0,1,19,20,5
August 31 2019,Yakima,WA,Passenger,112,108,220,165575,165795,0.13
November 30 2018,Clark,WA,Truck,0,0,0,79704,79704,0
January 31 2025,King,WA,Truck,2270,1,2271,165919,168190,1.35
March 31 2024,Garfield,WA,Truck,0,0,0,984,984,0
January 31 2018,Northampton,PA,Passenger,0,1,1,63,64,1.56
January 31 2020,Fairfax,VA,Passenger,5,1,6,768,774,0.78
February 28 2022,Yellowstone,MT,Passenger,0,1,1,33,34,2.94
December 31 2022,Olmsted,MN,Passenger,1,0,1,7,8,12.5
November 30 2021,Williams,ND,Passenger,0,1,1,7,8,12.5
May 31 2024,Franklin,WA,Passenger,447,181,628,62506,63134,0.99
May 31 2022,Walla Walla,WA,Truck,0,0,0,13957,13957,0
May 31 2023,,,Passenger,6,1,7,300,307,2.28
January 31 2022,Harford,MD,Passenger,1,1,2,55,57,3.51
March 31 2023,Sacramento,CA,Passenger,3,1,4,214,218,1.83
December 31 2019,San Joaquin,CA,Passenger,1,0,1,149,150,0.67
July 31 2022,Hennepin,MN,Passenger,1,0,1,64,65,1.54
June 30 2019,Rogers,OK,Passenger,1,0,1,8,9,11.11
September 30 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
August 31 2024,Benton,WA,Passenger,1742,768,2510,136387,138897,1.81
May 31 2024,Kitsap,WA,Passenger,4471,1637,6108,174789,180897,3.38
March 31 2018,Mason,WA,Passenger,68,81,149,45198,45347,0.33
July 31 2021,Grant,WA,Truck,0,0,0,27908,27908,0
February 29 2020,Travis,TX,Passenger,3,2,5,206,211,2.37
October 31 2022,Olmsted,MN,Passenger,1,0,1,7,8,12.5
November 30 2024,Anchorage,AK,Passenger,1,0,1,75,76,1.32
May 31 2020,Adams,WA,Truck,0,0,0,5214,5214,0
December 31 2022,Kittitas,WA,Passenger,298,94,392,29488,29880,1.31
November 30 2020,Lincoln,WA,Truck,0,0,0,4656,4656,0
March 31 2022,Dorchester,SC,Passenger,1,0,1,70,71,1.41
January 31 2021,Bucks,PA,Passenger,1,0,1,24,25,4
April 30 2020,Calvert,MD,Passenger,0,2,2,91,93,2.15
July 31 2023,San Benito,CA,Passenger,1,0,1,7,8,12.5
July 31 2023,Wise,TX,Passenger,2,0,2,7,9,22.22
October 31 2022,San Juan,WA,Passenger,547,166,713,13963,14676,4.86
February 28 2017,Fairfax,VA,Passenger,3,2,5,867,872,0.57
June 30 2022,Geary,KS,Passenger,1,0,1,90,91,1.1
April 30 2017,Middlesex,MA,Passenger,1,0,1,145,146,0.68
August 31 2024,Saratoga,NY,Passenger,1,1,2,33,35,5.71
November 30 2022,Howard,MD,Passenger,0,2,2,64,66,3.03
August 31 2023,Leavenworth,KS,Passenger,1,2,3,82,85,3.53
June 30 2022,Skamania,WA,Passenger,73,47,120,8181,8301,1.45
August 31 2019,Bexar,TX,Passenger,1,5,6,675,681,0.88
August 31 2019,Boulder,CO,Passenger,1,0,1,57,58,1.72
February 28 2023,Okaloosa,FL,Passenger,0,3,3,102,105,2.86
September 30 2024,Middlesex,MA,Passenger,4,0,4,70,74,5.41
December 31 2022,Hamilton,OH,Truck,1,0,1,3,4,25
April 30 2022,Thurston,WA,Passenger,2066,1010,3076,194257,197333,1.56
November 30 2018,Spokane,WA,Truck,1,0,1,93635,93636,0
January 31 2022,Mason,WA,Truck,0,0,0,21142,21142,0
September 30 2017,Sacramento,CA,Passenger,1,1,2,343,345,0.58
October 31 2022,Baltimore,MD,Passenger,1,0,1,78,79,1.27
June 30 2023,Wise,TX,Passenger,2,0,2,7,9,22.22
October 31 2023,Henrico,VA,Passenger,0,1,1,18,19,5.26
October 31 2019,Jefferson,WA,Truck,0,0,0,9669,9669,0
March 31 2018,Skamania,WA,Truck,0,0,0,3925,3925,0
August 31 2022,Cascade,MT,Passenger,0,1,1,38,39,2.56
February 28 2023,Middlesex,MA,Passenger,3,0,3,91,94,3.19
February 28 2023,Montgomery,PA,Passenger,1,0,1,25,26,3.85
May 31 2017,Pinal,AZ,Passenger,2,0,2,261,263,0.76
November 30 2023,Gwinnett,GA,Passenger,1,0,1,52,53,1.89
September 30 2018,Flathead,MT,Passenger,1,0,1,60,61,1.64
January 31 2024,Meade,KY,Passenger,1,0,1,18,19,5.26
June 30 2023,St. Louis,MO,Passenger,1,0,1,60,61,1.64
April 30 2022,Clinton,PA,Passenger,1,0,1,1,2,50
March 31 2022,Douglas,WA,Passenger,124,56,180,28519,28699,0.63
November 30 2018,Columbia,WA,Passenger,2,2,4,2438,2442,0.16
April 30 2024,Honolulu,HI,Passenger,6,2,8,285,293,2.73
May 31 2021,Newport,RI,Passenger,1,1,2,76,78,2.56
February 28 2025,Hillsborough,FL,Passenger,2,1,3,74,77,3.9
December 31 2023,Grant,WA,Truck,15,0,15,28047,28062,0.05
April 30 2022,Lincoln,WA,Truck,0,0,0,4843,4843,0
October 31 2022,Wake,NC,Passenger,1,0,1,105,106,0.94
December 31 2024,Texas,MO,Passenger,1,0,1,2,3,33.33
August 31 2024,Douglas,CO,Passenger,0,2,2,47,49,4.08
January 31 2022,Lee,FL,Passenger,1,0,1,37,38,2.63
December 31 2023,Currituck,NC,Passenger,1,0,1,21,22,4.55
December 31 2020,King,WA,Truck,6,1,7,184258,184265,0
February 29 2024,San Juan,WA,Truck,31,0,31,5891,5922,0.52
February 28 2021,Jefferson,WA,Passenger,296,169,465,24759,25224,1.84
January 31 2017,San Juan,WA,Passenger,84,31,115,13346,13461,0.85
August 31 2020,Broward,FL,Passenger,2,1,3,114,117,2.56
February 28 2021,Washington,WI,Passenger,1,0,1,3,4,25
January 31 2024,Tooele,UT,Passenger,2,0,2,11,13,15.38
February 28 2017,Jefferson,WA,Passenger,89,55,144,23593,23737,0.61
October 31 2023,Onslow,NC,Passenger,0,1,1,140,141,0.71
May 31 2022,Pennington,SD,Passenger,2,0,2,29,31,6.45
June 30 2022,Cass,MN,Passenger,0,1,1,3,4,25
December 31 2023,Grant,WA,Passenger,370,164,534,67372,67906,0.79
June 30 2021,San Juan,WA,Passenger,431,136,567,14238,14805,3.83
September 30 2021,Lake,FL,Passenger,1,0,1,25,26,3.85
June 30 2017,Thurston,WA,Passenger,397,335,732,186547,187279,0.39
August 31 2020,Douglas,WA,Passenger,77,41,118,28004,28122,0.42
October 31 2023,Otero,NM,Passenger,0,1,1,22,23,4.35
February 29 2020,Santa Rosa,FL,Passenger,1,0,1,90,91,1.1
March 31 2024,Anne Arundel,MD,Passenger,4,2,6,280,286,2.1
October 31 2023,Hamilton,OH,Passenger,1,0,1,31,32,3.12
July 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20
December 31 2019,Hudson,NJ,Passenger,1,0,1,41,42,2.38
February 28 2019,Klamath,OR,Passenger,1,0,1,42,43,2.33
June 30 2017,Los Angeles,CA,Passenger,2,1,3,1334,1337,0.22
January 31 2024,Clackamas,OR,Passenger,0,1,1,108,109,0.92
May 31 2024,Osceola,FL,Passenger,1,0,1,18,19,5.26
March 31 2021,Ramsey,MN,Passenger,1,0,1,41,42,2.38
July 31 2024,Santa Cruz,CA,Passenger,1,0,1,20,21,4.76
April 30 2022,Hawaii,HI,Passenger,1,0,1,45,46,2.17
November 30 2018,Chelan,WA,Truck,0,0,0,22072,22072,0
September 30 2024,Cumberland,PA,Passenger,1,0,1,38,39,2.56
September 30 2020,Kern,CA,Passenger,0,1,1,220,221,0.45
July 31 2024,Albemarle,VA,Passenger,2,0,2,18,20,10
May 31 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
February 29 2024,Lexington,SC,Passenger,1,0,1,17,18,5.56
January 31 2017,King,WA,Truck,8,1,9,191025,191034,0
December 31 2017,Okanogan,WA,Truck,0,0,0,16268,16268,0
November 30 2024,Pima,AZ,Passenger,2,0,2,143,145,1.38
July 31 2023,Muscogee,GA,Passenger,1,2,3,119,122,2.46
July 31 2018,Gwinnett,GA,Passenger,0,1,1,87,88,1.14
July 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
August 31 2018,King,WA,Truck,7,1,8,182922,182930,0
October 31 2018,Kittitas,WA,Truck,0,0,0,14128,14128,0
July 31 2021,Kittitas,WA,Truck,0,0,0,14788,14788,0
January 31 2024,Monterey,CA,Passenger,1,5,6,124,130,4.62
March 31 2022,,,Passenger,5,3,8,335,343,2.33
August 31 2023,Larimer,CO,Passenger,1,0,1,38,39,2.56
October 31 2024,DeKalb,GA,Truck,1,0,1,0,1,100
August 31 2023,Grant,WA,Passenger,307,139,446,67176,67622,0.66
March 31 2018,Ada,ID,Passenger,0,2,2,356,358,0.56
November 30 2021,Chelan,WA,Truck,0,0,0,23071,23071,0
October 31 2023,Douglas,WA,Passenger,235,77,312,28780,29092,1.07
October 31 2022,Skamania,WA,Truck,0,0,0,3895,3895,0
July 31 2024,Columbia,GA,Passenger,1,0,1,77,78,1.28
September 30 2022,DuPage,IL,Passenger,2,1,3,52,55,5.45
November 30 2020,Klamath,OR,Passenger,1,0,1,37,38,2.63
July 31 2021,King,WA,Passenger,31526,9321,40847,1365167,1406014,2.91
June 30 2017,Yakima,WA,Truck,0,0,0,57340,57340,0
June 30 2024,Camden,GA,Passenger,1,0,1,93,94,1.06
May 31 2022,Loudoun,VA,Passenger,2,1,3,70,73,4.11
February 29 2024,Meade,KY,Passenger,1,0,1,18,19,5.26
June 30 2024,Lincoln,WA,Passenger,27,27,54,7540,7594,0.71
September 30 2023,Kern,CA,Passenger,1,1,2,182,184,1.09
April 30 2018,Stevens,WA,Truck,0,0,0,18496,18496,0
December 31 2020,Albemarle,VA,Passenger,1,0,1,26,27,3.7
January 31 2019,Palm Beach,FL,Passenger,0,2,2,93,95,2.11
November 30 2023,Essex,NJ,Passenger,2,0,2,9,11,18.18
November 30 2023,Mohave,AZ,Passenger,1,0,1,43,44,2.27
September 30 2024,Washtenaw,MI,Passenger,0,2,2,16,18,11.11
May 31 2018,Mercer,NJ,Passenger,0,1,1,18,19,5.26
June 30 2021,Wilson,TX,Passenger,0,1,1,4,5,20
August 31 2019,King,WA,Passenger,19990,7159,27149,1392112,1419261,1.91
November 30 2023,Harnett,NC,Passenger,4,1,5,146,151,3.31
May 31 2024,Grant,WA,Truck,27,0,27,28158,28185,0.1
March 31 2024,Jefferson,WA,Truck,20,0,20,9210,9230,0.22
July 31 2018,Prince William,VA,Passenger,0,5,5,261,266,1.88
April 30 2019,Marion,OR,Passenger,1,0,1,123,124,0.81
June 30 2022,Orange,CA,Passenger,8,3,11,437,448,2.46
February 28 2025,Orange,CA,Passenger,6,1,7,239,246,2.85
April 30 2024,Liberty,GA,Passenger,0,1,1,95,96,1.04
February 29 2020,Shelby,TN,Passenger,0,1,1,98,99,1.01
September 30 2024,Arapahoe,CO,Passenger,2,1,3,60,63,4.76
March 31 2017,Grays Harbor,WA,Truck,0,0,0,19858,19858,0
April 30 2021,Nassau,NY,Passenger,5,0,5,35,40,12.5
November 30 2020,Spokane,WA,Truck,0,0,0,100302,100302,0
October 31 2018,Ferry,WA,Truck,0,0,0,3563,3563,0
January 31 2018,Kitsap,WA,Passenger,706,394,1100,176356,177456,0.62
October 31 2017,Pacific,WA,Truck,0,0,0,7518,7518,0
February 28 2025,Columbia,WA,Passenger,11,2,13,2331,2344,0.55
March 31 2017,Maricopa,AZ,Passenger,1,1,2,1909,1911,0.1
August 31 2022,Fairfax,VA,Passenger,8,2,10,659,669,1.49
June 30 2022,Multnomah,OR,Passenger,1,3,4,622,626,0.64
December 31 2024,Middlesex,MA,Passenger,4,0,4,64,68,5.88
October 31 2020,New York,NY,Passenger,3,0,3,66,69,4.35
August 31 2020,Chelan,WA,Truck,0,0,0,22655,22655,0
September 30 2021,Pulaski,MO,Passenger,1,0,1,128,129,0.78
August 31 2019,Santa Rosa,FL,Passenger,1,0,1,90,91,1.1
February 28 2022,Essex,MA,Passenger,1,0,1,22,23,4.35
February 29 2024,Hennepin,MN,Passenger,1,0,1,36,37,2.7
November 30 2018,Jefferson,WA,Passenger,169,104,273,24778,25051,1.09
June 30 2024,Cumberland,NC,Passenger,3,2,5,306,311,1.61
May 31 2023,Placer,CA,Passenger,1,0,1,76,77,1.3
November 30 2020,Clark,NV,Passenger,4,4,8,734,742,1.08
January 31 2025,Lane,OR,Passenger,0,1,1,46,47,2.13
May 31 2022,Flathead,MT,Passenger,1,0,1,44,45,2.22
September 30 2024,Pettis,MO,Passenger,1,0,1,3,4,25
August 31 2023,Whatcom,WA,Truck,66,0,66,42587,42653,0.15
January 31 2023,Grant,WA,Truck,5,0,5,27999,28004,0.02
June 30 2022,San Juan,WA,Passenger,512,159,671,14047,14718,4.56
November 30 2018,Ferry,WA,Passenger,3,2,5,4384,4389,0.11
February 28 2023,Carroll,MD,Passenger,0,1,1,22,23,4.35
December 31 2017,Ramsey,MN,Passenger,1,0,1,41,42,2.38
June 30 2019,Wahkiakum,WA,Truck,0,0,0,1753,1753,0
July 31 2018,Montgomery,PA,Passenger,2,0,2,34,36,5.56
April 30 2019,Harnett,NC,Passenger,1,1,2,220,222,0.9
September 30 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
June 30 2017,Yakima,WA,Passenger,45,57,102,159366,159468,0.06
June 30 2019,Columbia,WA,Passenger,2,2,4,2451,2455,0.16
January 31 2020,Skamania,WA,Passenger,29,19,48,8759,8807,0.55
December 31 2020,Lane,OR,Passenger,0,1,1,151,152,0.66
January 31 2017,Whatcom,WA,Truck,2,0,2,41327,41329,0
January 31 2021,Gwinnett,GA,Passenger,1,0,1,70,71,1.41
August 31 2023,Washington,WI,Passenger,1,0,1,1,2,50
August 31 2017,Yakima,WA,Passenger,54,67,121,160108,160229,0.08
February 29 2020,Yakima,WA,Passenger,122,116,238,165890,166128,0.14
July 31 2022,Duval,FL,Passenger,1,2,3,310,313,0.96
June 30 2021,Columbia,WA,Passenger,6,2,8,2466,2474,0.32
September 30 2020,Ferry,WA,Passenger,8,3,11,4307,4318,0.25
March 31 2019,Salt Lake,UT,Passenger,1,0,1,223,224,0.45
May 31 2017,,,Passenger,2,0,2,459,461,0.43
January 31 2019,Lee,AL,Passenger,1,0,1,35,36,2.78
September 30 2022,Yavapai,AZ,Passenger,0,1,1,28,29,3.45
November 30 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
March 31 2019,Spokane,WA,Passenger,490,387,877,307609,308486,0.28
October 31 2017,Lincoln,WA,Passenger,2,6,8,7571,7579,0.11
November 30 2024,Walla Walla,WA,Truck,21,0,21,13509,13530,0.16
March 31 2023,Adams,CO,Passenger,1,0,1,35,36,2.78
July 31 2021,Philadelphia,PA,Passenger,1,0,1,54,55,1.82
July 31 2021,Dallas,IA,Passenger,0,1,1,10,11,9.09
July 31 2022,St. Lawrence,NY,Passenger,1,0,1,6,7,14.29
September 30 2019,Spokane,WA,Passenger,596,439,1035,313354,314389,0.33
January 31 2019,Cumberland,NC,Passenger,1,2,3,536,539,0.56
September 30 2024,Santa Clara,CA,Passenger,11,4,15,163,178,8.43
March 31 2020,DeKalb,GA,Passenger,1,0,1,88,89,1.12
October 31 2023,Collin,TX,Passenger,5,0,5,54,59,8.47
March 31 2020,New Haven,CT,Passenger,0,2,2,40,42,4.76
October 31 2023,Beaufort,SC,Passenger,1,0,1,30,31,3.23
February 29 2020,Clallam,WA,Passenger,206,159,365,50785,51150,0.71
